"FullPath","ParentFolder","Name","Type","Extension","Length","CreationTime","LastWriteTime"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\nsfx_list.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","nsfx_list.json","File",".json","5522","06-Feb-25 16:29:41","11-Feb-25 15:12:13"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\nsfx_standardization.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","nsfx_standardization.json","File",".json","2427","07-Feb-25 14:29:01","11-Feb-25 18:10:58"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\occupations.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","occupations.json","File",".json","3889","09-Feb-25 17:01:55","09-Feb-25 17:05:38"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\prefix_draft.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","prefix_draft.json","File",".json","7789","10-Feb-25 13:04:31","10-Feb-25 13:04:39"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\religious.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","religious.json","File",".json","7127","06-Feb-25 16:28:45","06-Feb-25 16:28:46"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\royal.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","royal.json","File",".json","6289","06-Feb-25 16:29:06","06-Feb-25 16:29:06"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\salem_witch_trials.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","salem_witch_trials.json","File",".json","96418","10-Feb-25 13:33:11","10-Feb-25 14:43:35"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\spfx_list.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","spfx_list.json","File",".json","6559","07-Feb-25 14:36:13","11-Feb-25 19:04:48"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\spfx_standardization.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","spfx_standardization.json","File",".json","2942","07-Feb-25 14:36:16","11-Feb-25 19:09:30"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\surname_normalization.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","surname_normalization.json","File",".json","2073","09-Feb-25 17:09:44","09-Feb-25 17:10:41"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\titles_normalization.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","titles_normalization.json","File",".json","1329","06-Feb-25 16:27:06","11-Feb-25 19:04:00"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets\us_states.json","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\datasets","us_states.json","File",".json","18431","10-Feb-25 13:33:11","10-Feb-25 13:37:20"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\name_normalization.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization","name_normalization.py","File",".py","2847","09-Feb-25 14:35:56","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization\normalize_individuals.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\normalization","normalize_individuals.py","File",".py","9286","14-Feb-25 16:19:46","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\orchestrator.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser","orchestrator.py","File",".py","826","14-Feb-25 12:31:14","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers",,"parsers","Directory","",,"16-Jan-25 13:53:49","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\__init__.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers","__init__.py","File",".py","531","16-Jan-25 13:53:49","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\__pycache__",,"__pycache__","Directory","",,"17-Jan-25 16:00:10","27-Jan-25 13:06:20"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\__pycache__\__init__.cpython-313.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\__pycache__","__init__.cpython-313.pyc","File",".pyc","1108","27-Jan-25 13:06:20","27-Jan-25 13:06:20"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\__pycache__\validation.cpython-313.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\__pycache__","validation.cpython-313.pyc","File",".pyc","6437","25-Jan-25 17:43:42","25-Jan-25 17:43:42"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\gedcom_to_json.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers","gedcom_to_json.py","File",".py","3281","16-Feb-25 12:46:02","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\individual_parsers",,"individual_parsers","Directory","",,"16-Jan-25 16:09:15","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\individual_parsers\__init__.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\individual_parsers","__init__.py","File",".py","585","16-Jan-25 16:09:15","16-Feb-25 14:44:14"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\individual_parsers\__pycache__",,"__pycache__","Directory","",,"17-Jan-25 16:00:10","30-Jan-25 15:07:30"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\individual_parsers\__pycache__\__init__.cpython-313.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\individual_parsers\__pycache__","__init__.cpython-313.pyc","File",".pyc","801","29-Jan-25 13:00:48","29-Jan-25 13:00:48"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\individual_parsers\parse_individuals.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\individual_parsers","parse_individuals.py","File",".py","9905","10-Feb-25 13:27:42","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\json_to_sql.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers","json_to_sql.py","File",".py","3635","14-Feb-25 16:05:50","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\json_to_sql_schema.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers","json_to_sql_schema.py","File",".py","4161","09-Feb-25 23:21:08","17-Feb-25 09:35:33"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\parser.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers","parser.py","File",".py","3517","10-Feb-25 13:27:42","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\parsers.zip","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers","parsers.zip","File",".zip","12338","25-Feb-25 11:05:19","25-Feb-25 11:05:19"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers\sql_to_json.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\parsers","sql_to_json.py","File",".py","3157","14-Feb-25 17:10:58","16-Feb-25 17:27:30"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\README.md","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser","README.md","File",".md","2049","25-Jun-25 13:26:35","25-Jun-25 13:26:35"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports",,"reports","Directory","",,"16-Jan-25 14:05:15","24-Jun-25 16:09:51"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\.descriptions.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports",".descriptions.xml","File",".xml","469033","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\AiaStyle.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","AiaStyle.xml","File",".xml","11255","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\Annotator.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","Annotator.xml","File",".xml","3501","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\GEDCOM PyCharm Project Problems.zip","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","GEDCOM PyCharm Project Problems.zip","File",".zip","119904","24-Jun-25 16:09:32","24-Jun-25 16:09:32"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\GrazieInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","GrazieInspection.xml","File",".xml","34871","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\InconsistentLineSeparators.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","InconsistentLineSeparators.xml","File",".xml","2231","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\JsonDuplicatePropertyKeys.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","JsonDuplicatePropertyKeys.xml","File",".xml","1288","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\JsonStandardCompliance.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","JsonStandardCompliance.xml","File",".xml","6331","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\MarkdownIncorrectTableFormatting.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","MarkdownIncorrectTableFormatting.xml","File",".xml","3371","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\PyArgumentListInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","PyArgumentListInspection.xml","File",".xml","580","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\PyPackageRequirementsInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","PyPackageRequirementsInspection.xml","File",".xml","1349","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\PyProtectedMemberInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","PyProtectedMemberInspection.xml","File",".xml","2570","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\PyShadowingNamesInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","PyShadowingNamesInspection.xml","File",".xml","7130","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\PyUnresolvedReferencesInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","PyUnresolvedReferencesInspection.xml","File",".xml","54293","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\PyUnusedLocalInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","PyUnusedLocalInspection.xml","File",".xml","1820","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\SpellCheckingInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","SpellCheckingInspection.xml","File",".xml","1022258","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\SqlResolveInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","SqlResolveInspection.xml","File",".xml","610","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports\UnsatisfiedRequirementInspection.xml","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\reports","UnsatisfiedRequirementInspection.xml","File",".xml","583","24-Jun-25 16:09:05","24-Jun-25 16:09:05"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\requirements.txt","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser","requirements.txt","File",".txt","509","28-Jan-25 23:18:50","05-Mar-25 08:09:35"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\setup.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser","setup.py","File",".py","312","26-Jan-25 08:23:40","26-Jan-25 08:23:40"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\Technical Review of GEDCOM Parser & Processor Project.pdf","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser","Technical Review of GEDCOM Parser & Processor Project.pdf","File",".pdf","205079","24-Jun-25 16:17:10","24-Jun-25 16:17:10"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests",,"tests","Directory","",,"16-Jan-25 13:12:39","02-Mar-25 22:15:39"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests\__init__.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests","__init__.py","File",".py","0","16-Jan-25 13:12:39","16-Jan-25 13:12:39"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests\__pycache__",,"__pycache__","Directory","",,"31-Jan-25 17:33:45","31-Jan-25 17:33:45"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests\__pycache__\__init__.cpython-313.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests\__pycache__","__init__.cpython-313.pyc","File",".pyc","181","31-Jan-25 17:33:45","31-Jan-25 17:33:45"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests\__pycache__\test_json_path.cpython-313-pytest-8.3.4.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests\__pycache__","test_json_path.cpython-313-pytest-8.3.4.pyc","File",".pyc","893","31-Jan-25 17:33:45","31-Jan-25 17:33:45"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests\place_geo_parse.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests","place_geo_parse.py","File",".py","3562","19-Feb-25 15:26:41","19-Feb-25 17:35:33"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests\waiting.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\tests","waiting.py","File",".py","2577","25-Jan-25 12:15:56","25-Jan-25 12:16:02"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils",,"utils","Directory","",,"16-Jan-25 16:36:32","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__init__.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils","__init__.py","File",".py","850","16-Jan-25 16:36:32","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__",,"__pycache__","Directory","",,"16-Jan-25 17:02:34","23-Feb-25 13:12:10"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__\__init__.cpython-313.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__","__init__.cpython-313.pyc","File",".pyc","684","16-Feb-25 17:55:26","16-Feb-25 17:55:26"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__\database_utils.cpython-313.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__","database_utils.cpython-313.pyc","File",".pyc","8175","19-Feb-25 18:04:48","19-Feb-25 18:04:48"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__\error_handler.cpython-313.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__","error_handler.cpython-313.pyc","File",".pyc","761","17-Feb-25 15:56:04","17-Feb-25 15:56:04"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__\utilities.cpython-313.pyc","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\__pycache__","utilities.cpython-313.pyc","File",".pyc","7454","17-Feb-25 15:56:03","17-Feb-25 15:56:03"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\database_utils.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils","database_utils.py","File",".py","319","25-Jun-25 13:26:48","25-Jun-25 13:26:48"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\error_handler.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils","error_handler.py","File",".py","283","09-Feb-25 23:17:02","17-Feb-25 09:35:33"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\gedcom_loader.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils","gedcom_loader.py","File",".py","2073","25-Feb-25 13:53:51","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\utilities.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils","utilities.py","File",".py","6450","09-Feb-25 23:18:32","25-Jun-25 13:30:34"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\validators",,"validators","Directory","",,"23-Feb-25 13:11:50","25-Feb-25 10:17:38"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\validators\__init__.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\validators","__init__.py","File",".py","0","23-Feb-25 13:11:50","23-Feb-25 13:11:50"
"C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\validators\validation.py","C:\Users\liqui\PycharmProjects\GEDCOM_Parser_Project\gedcom_parser\utils\validators","validation.py","File",".py","10346","08-Feb-25 16:02:36","17-Feb-25 20:48:25"
